Options:
Model:                           Discrete: Independent
Tree File Name:                  /Users/sarthakshukla/Desktop/MorphTest/GallWasps_Morph.nex.run1.t
Data File Name:                  /Users/sarthakshukla/Desktop/MorphTest/gallwasps_charmatrix.txt
Log File Name:                   1000TreesDependentTest.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2033153405
Analsis Type:                    Maximum Likelihood
ML Attempt Per Tree:             10
ML Max Evaluations:              20000
ML Tolerance:                    0.000001
ML Algorithm:                    BOBYQA
Rate Range:                      0.000000 - 100.000000
Precision:                       64 bits
Cores:                           1
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Tree Information
     Trees:                      1001
     Taxa:                       41
     Sites:                      1
     States:                     4
Tree No	Lh	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
757	-36.527292	99.999983	87.499997	50.000135	100.000000	0.250000	0.250000	0.250000	0.250000	
758	-36.527292	99.999983	87.499997	50.000135	100.000000	0.250000	0.250000	0.250000	0.250000	
759	-36.527291	99.999983	87.499994	50.000110	100.000000	0.250000	0.250000	0.250000	0.250000	
760	-36.527289	99.999979	87.499982	50.000029	99.999998	0.250000	0.250000	0.250000	0.250000	
761	-36.524313	35.169451	30.728994	23.348651	46.659383	0.250000	0.250000	0.250000	0.250000	
762	-36.468055	19.162349	17.013208	50.007088	100.000000	0.250000	0.250000	0.250000	0.250000	
763	-36.518546	54.813170	47.955615	16.096725	32.010033	0.250000	0.250000	0.250000	0.250000	
764	-36.518248	33.673996	29.354543	26.711164	53.375603	0.250000	0.250000	0.250000	0.250000	
765	-36.527288	98.588802	86.265225	49.864901	99.729791	0.250000	0.250000	0.250000	0.250000	
766	-36.527296	100.000000	87.500021	50.000273	100.000000	0.250000	0.250000	0.250000	0.250000	
767	-36.527288	99.999975	87.500012	50.000027	99.999999	0.250000	0.250000	0.250000	0.250000	
768	-36.527295	100.000000	87.500051	50.000255	100.000000	0.250000	0.250000	0.250000	0.250000	
769	-36.527313	100.000000	87.500115	50.000757	100.000000	0.250000	0.250000	0.250000	0.250000	
770	-36.527299	100.000000	87.500059	50.000347	100.000000	0.250000	0.250000	0.250000	0.250000	
771	-36.527294	100.000000	87.500021	50.000209	100.000000	0.250000	0.250000	0.250000	0.250000	
772	-36.527288	100.000000	87.500001	50.000003	100.000000	0.250000	0.250000	0.250000	0.250000	
773	-36.527340	89.729876	78.513689	50.001594	100.000000	0.250000	0.250000	0.250000	0.250000	
774	-36.527192	51.092814	44.712129	50.001094	100.000000	0.250000	0.250000	0.250000	0.250000	
775	-36.526676	100.000000	87.500076	23.516235	47.008655	0.250000	0.250000	0.250000	0.250000	
776	-36.112809	24.422156	21.217761	0.125723	2.934088	0.045847	0.454153	0.045847	0.454153	
777	-36.511410	18.931615	16.618278	50.000582	100.000000	0.250000	0.250000	0.250000	0.250000	
778	-36.523270	25.380753	22.163687	24.106772	48.206214	0.250000	0.250000	0.250000	0.250000	
779	-36.527376	100.000000	87.500490	50.002109	100.000000	0.250000	0.250000	0.250000	0.250000	
780	-36.527302	100.000000	87.500062	50.000412	100.000000	0.250000	0.250000	0.250000	0.250000	
781	-36.527344	100.000000	87.500282	50.001421	100.000000	0.250000	0.250000	0.250000	0.250000	
782	-36.527338	100.000000	87.500257	50.001324	100.000000	0.250000	0.250000	0.250000	0.250000	
783	-36.527317	100.000000	87.500159	50.000823	100.000000	0.250000	0.250000	0.250000	0.250000	
784	-36.527326	100.000000	87.500181	50.001044	100.000000	0.250000	0.250000	0.250000	0.250000	
785	-36.527452	100.000000	87.500969	50.003655	100.000000	0.250000	0.250000	0.250000	0.250000	
786	-36.527617	100.000000	87.501867	50.006912	100.000000	0.250000	0.250000	0.250000	0.250000	
787	-36.518576	32.716622	28.725327	50.005212	100.000000	0.250000	0.250000	0.250000	0.250000	
788	-36.518968	33.296563	29.230094	50.005202	100.000000	0.250000	0.250000	0.250000	0.250000	
789	-35.353326	100.000000	87.500575	1.089532	4.945916	0.220244	0.279756	0.220244	0.279756	
790	-35.466086	100.000000	87.500283	1.682521	5.514039	0.230534	0.269466	0.230534	0.269466	
791	-35.573726	100.000000	87.500062	1.448037	4.986531	0.224326	0.275674	0.224326	0.275674	
792	-36.526645	99.999996	87.500016	20.526236	41.029383	0.250000	0.250000	0.250000	0.250000	
793	-36.527288	99.999998	87.499972	50.000032	100.000000	0.250000	0.250000	0.250000	0.250000	
794	-36.526982	99.999903	87.499930	17.242521	34.477745	0.250000	0.250000	0.250000	0.250000	
795	-36.527186	99.999866	87.499863	21.578308	43.153409	0.250000	0.250000	0.250000	0.250000	
796	-35.871133	78.871668	69.012416	0.000000	3.520537	0.000000	0.500000	0.000000	0.500000	
797	-36.524457	99.570875	87.124523	13.607965	27.175081	0.250000	0.250000	0.250000	0.250000	
798	-36.446290	21.127412	18.260075	10.957513	21.592439	0.250000	0.250000	0.250000	0.250000	
799	-36.526204	29.889075	26.134788	19.762413	39.510788	0.250000	0.250000	0.250000	0.250000	
800	-36.517331	21.497682	18.753098	14.765344	29.491885	0.250000	0.250000	0.250000	0.250000	
801	-36.468598	23.646849	20.524701	10.410283	20.451960	0.250000	0.250000	0.250000	0.250000	
802	-36.487943	24.568382	21.345978	12.672521	25.084163	0.250000	0.250000	0.250000	0.250000	
803	-36.527287	100.000000	87.500020	44.046473	88.092949	0.250000	0.250000	0.250000	0.250000	
804	-36.527283	99.999578	87.499618	29.316623	58.632886	0.250000	0.250000	0.250000	0.250000	
805	-36.527287	99.999541	87.499596	50.000003	99.999986	0.250000	0.250000	0.250000	0.250000	
806	-36.527288	100.000000	87.500015	50.000031	100.000000	0.250000	0.250000	0.250000	0.250000	
807	-36.527289	100.000000	87.499996	50.000039	100.000000	0.250000	0.250000	0.250000	0.250000	
808	-36.527306	100.000000	87.500082	50.000555	100.000000	0.250000	0.250000	0.250000	0.250000	
809	-36.527423	100.000000	87.500759	50.003222	100.000000	0.250000	0.250000	0.250000	0.250000	
810	-36.527295	100.000000	87.500040	50.000239	100.000000	0.250000	0.250000	0.250000	0.250000	
811	-36.527304	100.000000	87.500070	50.000483	100.000000	0.250000	0.250000	0.250000	0.250000	
812	-36.527288	99.999986	87.499991	50.000013	100.000000	0.250000	0.250000	0.250000	0.250000	
813	-36.501577	24.963098	21.994375	50.003753	100.000000	0.250000	0.250000	0.250000	0.250000	
814	-36.522442	27.042519	23.706009	50.000193	100.000000	0.250000	0.250000	0.250000	0.250000	
815	-36.527288	69.340137	60.672638	50.000037	100.000000	0.250000	0.250000	0.250000	0.250000	
816	-36.527303	100.000000	87.500089	50.000462	100.000000	0.250000	0.250000	0.250000	0.250000	
817	-36.526805	100.000000	87.500062	24.362955	48.708631	0.250000	0.250000	0.250000	0.250000	
818	-36.112146	72.801962	63.701657	0.754542	4.425155	0.219405	0.280595	0.219405	0.280595	
819	-36.527430	100.000000	87.500854	50.003194	100.000000	0.250000	0.250000	0.250000	0.250000	
820	-36.524926	28.301359	24.792130	50.000110	100.000000	0.250000	0.250000	0.250000	0.250000	
821	-36.527289	100.000000	87.500018	50.000069	100.000000	0.250000	0.250000	0.250000	0.250000	
822	-36.522993	26.260905	22.917000	50.000128	100.000000	0.250000	0.250000	0.250000	0.250000	
823	-36.522130	26.157943	22.843420	27.218023	54.430548	0.250000	0.250000	0.250000	0.250000	
824	-36.526031	30.633999	26.787220	50.000024	100.000000	0.250000	0.250000	0.250000	0.250000	
825	-36.527222	42.508219	37.190731	50.000030	100.000000	0.250000	0.250000	0.250000	0.250000	
826	-36.527294	100.000000	87.500060	50.000227	100.000000	0.250000	0.250000	0.250000	0.250000	
827	-36.508643	27.891799	24.544013	50.005085	100.000000	0.250000	0.250000	0.250000	0.250000	
828	-36.527289	100.000000	87.499995	50.000038	100.000000	0.250000	0.250000	0.250000	0.250000	
829	-36.527287	63.784288	55.811166	50.000009	100.000000	0.250000	0.250000	0.250000	0.250000	
830	-36.477586	18.470028	16.005824	12.996080	25.868877	0.250000	0.250000	0.250000	0.250000	
831	-36.527307	100.000000	87.500101	50.000558	100.000000	0.250000	0.250000	0.250000	0.250000	
832	-36.527317	100.000000	87.500045	50.000927	100.000000	0.250000	0.250000	0.250000	0.250000	
833	-36.527322	100.000000	87.500116	50.000991	100.000000	0.250000	0.250000	0.250000	0.250000	
834	-36.527310	100.000000	87.500054	50.000682	100.000000	0.250000	0.250000	0.250000	0.250000	
835	-36.527340	100.000000	87.500139	50.001460	100.000000	0.250000	0.250000	0.250000	0.250000	
836	-36.527427	100.000000	87.500754	50.003170	100.000000	0.250000	0.250000	0.250000	0.250000	
837	-36.158061	79.234311	69.330056	0.661381	4.029910	0.205485	0.294515	0.205485	0.294515	
838	-36.527630	100.000000	87.501807	50.007286	100.000000	0.250000	0.250000	0.250000	0.250000	
839	-35.389519	99.307232	86.893819	0.272200	3.561436	0.113415	0.386585	0.113415	0.386585	
840	-36.505044	16.307861	14.127613	15.984493	31.895307	0.250000	0.250000	0.250000	0.250000	
841	-36.000578	100.000000	87.500048	0.627393	4.442613	0.163867	0.336133	0.163867	0.336133	
842	-36.408954	9.338176	8.119696	1.780649	5.174946	0.231713	0.268310	0.231692	0.268285	
843	-36.527287	75.288310	65.877281	49.992564	99.985101	0.250000	0.250000	0.250000	0.250000	
844	-36.527287	98.487578	86.176647	49.999878	99.999790	0.250000	0.250000	0.250000	0.250000	
845	-36.526647	34.141979	29.896846	50.000302	100.000000	0.250000	0.250000	0.250000	0.250000	
846	-36.527288	100.000000	87.500014	50.000033	100.000000	0.250000	0.250000	0.250000	0.250000	
847	-36.527288	99.999934	87.499941	49.999999	100.000000	0.250000	0.250000	0.250000	0.250000	
848	-36.527289	100.000000	87.499990	50.000061	100.000000	0.250000	0.250000	0.250000	0.250000	
849	-36.527298	100.000000	87.500021	50.000326	100.000000	0.250000	0.250000	0.250000	0.250000	
850	-36.527289	100.000000	87.500005	50.000048	100.000000	0.250000	0.250000	0.250000	0.250000	
851	-36.527297	100.000000	87.500035	50.000299	100.000000	0.250000	0.250000	0.250000	0.250000	
852	-35.745074	99.940399	87.447749	0.425593	3.608755	0.100833	0.399167	0.100833	0.399167	
853	-36.526963	38.468008	33.664136	50.000103	100.000000	0.250000	0.250000	0.250000	0.250000	
854	-36.527304	100.000000	87.500051	50.000510	100.000000	0.250000	0.250000	0.250000	0.250000	
855	-36.527298	100.000000	87.500005	50.000319	100.000000	0.250000	0.250000	0.250000	0.250000	
856	-36.411848	20.984788	18.093617	10.636844	20.829014	0.250000	0.250000	0.250000	0.250000	
857	-36.527288	99.999437	87.499513	50.000011	100.000000	0.250000	0.250000	0.250000	0.250000	
858	-36.527291	99.999980	87.499980	50.000123	100.000000	0.250000	0.250000	0.250000	0.250000	
859	-36.527296	100.000000	87.500038	50.000263	100.000000	0.250000	0.250000	0.250000	0.250000	
860	-36.527295	100.000000	87.500011	50.000260	100.000000	0.250000	0.250000	0.250000	0.250000	
861	-36.527288	99.999962	87.499940	50.000033	100.000000	0.250000	0.250000	0.250000	0.250000	
862	-36.495929	32.399945	28.296657	10.985361	21.698788	0.249997	0.250003	0.249997	0.250003	
863	-36.527288	99.999993	87.499995	50.000005	100.000000	0.250000	0.250000	0.250000	0.250000	
864	-36.527288	99.999993	87.499995	50.000005	100.000000	0.250000	0.250000	0.250000	0.250000	
865	-36.525888	34.132476	29.842348	42.616103	85.231933	0.250000	0.250000	0.250000	0.250000	
866	-36.527309	100.000000	87.500065	50.000628	100.000000	0.250000	0.250000	0.250000	0.250000	
867	-36.527302	100.000000	87.500060	50.000484	100.000000	0.250000	0.250000	0.250000	0.250000	
868	-36.527340	100.000000	87.500259	50.001419	100.000000	0.250000	0.250000	0.250000	0.250000	
869	-36.515074	19.214527	16.865921	50.000160	100.000000	0.250000	0.250000	0.250000	0.250000	
870	-36.527350	100.000000	87.500290	50.001640	100.000000	0.250000	0.250000	0.250000	0.250000	
871	-36.527309	100.000000	87.500080	50.000615	100.000000	0.250000	0.250000	0.250000	0.250000	
872	-36.474595	100.000000	87.500334	9.565954	18.803270	0.250000	0.250000	0.250000	0.250000	
873	-36.527361	100.000000	87.500383	50.001796	100.000000	0.250000	0.250000	0.250000	0.250000	
874	-36.527288	100.000000	87.500009	50.000035	100.000000	0.250000	0.250000	0.250000	0.250000	
875	-36.500803	100.000000	87.500431	12.156851	24.070199	0.250000	0.250000	0.250000	0.250000	
876	-36.256075	100.000000	87.500380	0.557095	4.130562	0.148597	0.351403	0.148597	0.351403	
877	-36.516520	16.915859	14.847718	50.000012	100.000000	0.250000	0.250000	0.250000	0.250000	
878	-36.527288	99.999870	87.499876	50.000003	100.000000	0.250000	0.250000	0.250000	0.250000	
879	-36.523923	99.999948	87.499953	12.582256	25.132580	0.250000	0.250000	0.250000	0.250000	
880	-36.527290	100.000000	87.500014	50.000077	100.000000	0.250000	0.250000	0.250000	0.250000	
881	-36.526579	94.717355	82.877687	15.867001	31.715770	0.250000	0.250000	0.250000	0.250000	
882	-36.527289	100.000000	87.500024	50.000055	100.000000	0.250000	0.250000	0.250000	0.250000	
883	-36.527289	100.000000	87.500003	50.000075	100.000000	0.250000	0.250000	0.250000	0.250000	
884	-36.527289	100.000000	87.500003	50.000075	100.000000	0.250000	0.250000	0.250000	0.250000	
885	-36.527301	100.000000	87.500058	50.000404	100.000000	0.250000	0.250000	0.250000	0.250000	
886	-36.527291	100.000000	87.500007	50.000131	100.000000	0.250000	0.250000	0.250000	0.250000	
887	-36.527299	100.000000	87.500049	50.000359	100.000000	0.250000	0.250000	0.250000	0.250000	
888	-36.527295	99.999994	87.500011	50.000242	100.000000	0.250000	0.250000	0.250000	0.250000	
889	-36.527294	100.000000	87.500017	50.000202	100.000000	0.250000	0.250000	0.250000	0.250000	
890	-36.527299	100.000000	87.500050	50.000341	100.000000	0.250000	0.250000	0.250000	0.250000	
891	-36.527289	100.000000	87.500028	50.000027	100.000000	0.250000	0.250000	0.250000	0.250000	
892	-36.527288	100.000000	87.500028	50.000027	100.000000	0.250000	0.250000	0.250000	0.250000	
893	-36.527293	100.000000	87.500003	50.000191	100.000000	0.250000	0.250000	0.250000	0.250000	
894	-36.527289	99.999953	87.499976	50.000044	100.000000	0.250000	0.250000	0.250000	0.250000	
895	-36.527289	99.999990	87.500006	50.000043	100.000000	0.250000	0.250000	0.250000	0.250000	
896	-36.526987	40.836148	35.739814	50.000191	100.000000	0.250000	0.250000	0.250000	0.250000	
897	-36.493045	20.699942	17.950819	23.577478	47.116879	0.250000	0.250000	0.250000	0.250000	
898	-36.505948	35.408974	30.922600	12.411470	24.466837	0.250000	0.250000	0.250000	0.250000	
899	-36.527490	100.000000	87.500704	50.004687	100.000000	0.250000	0.250000	0.250000	0.250000	
900	-36.527290	63.858037	55.876054	50.000201	100.000000	0.250000	0.250000	0.250000	0.250000	
901	-36.527288	95.862484	83.879677	50.000004	100.000000	0.250000	0.250000	0.250000	0.250000	
902	-36.524796	27.075695	23.647705	34.756017	69.511345	0.250000	0.250000	0.250000	0.250000	
903	-36.522030	20.149691	17.593217	37.790510	75.580954	0.250000	0.250000	0.250000	0.250000	
904	-36.527334	100.000000	87.500107	50.001349	100.000000	0.250000	0.250000	0.250000	0.250000	
905	-36.527409	100.000000	87.500691	50.002782	100.000000	0.250000	0.250000	0.250000	0.250000	
906	-36.527537	100.000000	87.501652	50.005150	100.000000	0.250000	0.250000	0.250000	0.250000	
907	-36.527301	100.000000	87.500073	50.000395	100.000000	0.250000	0.250000	0.250000	0.250000	
908	-36.527301	100.000000	87.500064	50.000386	100.000000	0.250000	0.250000	0.250000	0.250000	
909	-36.527301	100.000000	87.500064	50.000386	100.000000	0.250000	0.250000	0.250000	0.250000	
910	-36.527301	100.000000	87.500077	50.000388	100.000000	0.250000	0.250000	0.250000	0.250000	
911	-36.478828	100.000000	87.500344	9.298508	18.098379	0.250000	0.250000	0.250000	0.250000	
912	-36.512454	100.000000	87.500072	11.266869	22.333933	0.250000	0.250000	0.250000	0.250000	
913	-36.527692	100.000000	87.502651	50.007850	100.000000	0.250000	0.250000	0.250000	0.250000	
914	-36.527120	98.143325	85.875409	20.156615	40.299012	0.250000	0.250000	0.250000	0.250000	
915	-36.521388	25.560430	22.318389	20.185664	40.349447	0.250000	0.250000	0.250000	0.250000	
916	-36.470076	100.000000	87.499990	5.799922	11.535035	0.249976	0.250024	0.249976	0.250024	
917	-36.482601	100.000000	87.500019	7.612702	14.969497	0.250009	0.249991	0.250009	0.249991	
918	-36.527329	100.000000	87.500197	50.001075	100.000000	0.250000	0.250000	0.250000	0.250000	
919	-36.527289	100.000000	87.500005	50.000050	100.000000	0.250000	0.250000	0.250000	0.250000	
920	-36.527294	100.000000	87.500027	50.000209	100.000000	0.250000	0.250000	0.250000	0.250000	
921	-36.526850	100.000000	87.500012	21.701147	43.388969	0.250000	0.250000	0.250000	0.250000	
922	-36.526847	100.000000	87.500010	22.150288	44.286866	0.250000	0.250000	0.250000	0.250000	
923	-36.527270	100.000000	87.500387	40.776219	81.550169	0.250000	0.250000	0.250000	0.250000	
924	-36.527289	100.000000	87.499966	50.000064	100.000000	0.250000	0.250000	0.250000	0.250000	
925	-36.527288	100.000000	87.500022	50.000035	100.000000	0.250000	0.250000	0.250000	0.250000	
926	-36.527288	100.000000	87.499979	50.000048	100.000000	0.250000	0.250000	0.250000	0.250000	
927	-36.527591	100.000000	87.501928	50.006148	100.000000	0.250000	0.250000	0.250000	0.250000	
928	-36.527761	100.000000	87.502954	50.009930	100.000000	0.250000	0.250000	0.250000	0.250000	
929	-36.487733	20.219799	17.592595	22.877596	45.721897	0.250000	0.250000	0.250000	0.250000	
930	-36.527260	96.016010	84.014013	28.142480	56.282854	0.250000	0.250000	0.250000	0.250000	
931	-36.527321	100.000000	87.500161	50.000915	100.000000	0.250000	0.250000	0.250000	0.250000	
932	-36.527287	99.999914	87.499922	49.999685	99.999357	0.250000	0.250000	0.250000	0.250000	
933	-36.527288	100.000000	87.499973	50.000022	100.000000	0.250000	0.250000	0.250000	0.250000	
934	-36.096482	65.669447	57.460925	0.310494	3.917489	0.112618	0.387382	0.112618	0.387382	
935	-36.527287	99.997176	87.497502	50.000000	100.000000	0.250000	0.250000	0.250000	0.250000	
936	-36.527315	69.778504	61.056652	50.000900	100.000000	0.250000	0.250000	0.250000	0.250000	
937	-36.527290	100.000000	87.500009	50.000095	100.000000	0.250000	0.250000	0.250000	0.250000	
938	-36.495587	100.000000	87.500055	9.574525	18.784150	0.249986	0.250014	0.249986	0.250014	
939	-36.525681	100.000000	87.500037	17.933139	35.823787	0.250000	0.250000	0.250000	0.250000	
940	-36.527006	99.625426	87.172254	18.193096	36.375744	0.250000	0.250000	0.250000	0.250000	
941	-36.527208	100.000000	87.500002	25.037873	50.071626	0.250000	0.250000	0.250000	0.250000	
942	-36.526138	52.008717	45.506720	18.309682	36.579333	0.250000	0.250000	0.250000	0.250000	
943	-36.527291	100.000000	87.500026	50.000127	100.000000	0.250000	0.250000	0.250000	0.250000	
944	-36.527297	100.000000	87.500065	50.000315	100.000000	0.250000	0.250000	0.250000	0.250000	
945	-36.527290	100.000000	87.500032	50.000114	100.000000	0.250000	0.250000	0.250000	0.250000	
946	-36.526775	100.000000	87.500001	19.449402	38.882080	0.250000	0.250000	0.250000	0.250000	
947	-36.527279	100.000000	87.500002	33.284434	66.568282	0.250000	0.250000	0.250000	0.250000	
948	-36.527282	100.000000	87.499993	33.835874	67.671159	0.250000	0.250000	0.250000	0.250000	
949	-36.527289	100.000000	87.500000	50.000047	100.000000	0.250000	0.250000	0.250000	0.250000	
950	-36.527322	100.000000	87.500196	50.000910	100.000000	0.250000	0.250000	0.250000	0.250000	
951	-36.527295	100.000000	87.500032	50.000240	100.000000	0.250000	0.250000	0.250000	0.250000	
952	-36.527308	100.000000	87.500100	50.000594	100.000000	0.250000	0.250000	0.250000	0.250000	
953	-36.527267	100.000000	87.500060	34.067553	68.132757	0.250000	0.250000	0.250000	0.250000	
954	-36.485790	25.415927	22.063339	13.374040	26.531731	0.250000	0.250000	0.250000	0.250000	
955	-36.509144	100.000000	87.500026	12.770619	25.322851	0.250000	0.250000	0.250000	0.250000	
956	-36.527288	100.000000	87.500018	50.000037	100.000000	0.250000	0.250000	0.250000	0.250000	
957	-36.506359	100.000000	87.500030	10.708923	21.187506	0.250000	0.250000	0.250000	0.250000	
958	-36.498448	100.000000	87.499993	7.876323	15.735190	0.249997	0.250003	0.249997	0.250003	
959	-36.505295	15.944139	13.943760	50.000010	100.000000	0.250000	0.250000	0.250000	0.250000	
960	-36.527121	29.849519	26.113244	49.796392	99.592790	0.250000	0.250000	0.250000	0.250000	
961	-36.499403	19.679725	17.206057	50.000325	100.000000	0.250000	0.250000	0.250000	0.250000	
962	-36.519123	25.048224	21.985603	50.000342	100.000000	0.250000	0.250000	0.250000	0.250000	
963	-36.512159	16.865987	14.836891	50.000021	100.000000	0.250000	0.250000	0.250000	0.250000	
964	-36.527287	96.923725	84.808268	47.717571	95.435130	0.250000	0.250000	0.250000	0.250000	
965	-36.527290	99.999990	87.499993	50.000085	100.000000	0.250000	0.250000	0.250000	0.250000	
966	-36.527288	99.999745	87.499777	49.999992	100.000000	0.250000	0.250000	0.250000	0.250000	
967	-36.527287	98.077322	85.817664	49.999983	100.000000	0.250000	0.250000	0.250000	0.250000	
968	-36.526258	100.000000	87.500023	19.544117	39.055659	0.250000	0.250000	0.250000	0.250000	
969	-36.525557	99.999998	87.500038	18.655940	37.276377	0.250000	0.250000	0.250000	0.250000	
970	-36.527373	100.000000	87.501011	50.002014	100.000000	0.250000	0.250000	0.250000	0.250000	
971	-36.527320	100.000000	87.500369	50.000855	100.000000	0.250000	0.250000	0.250000	0.250000	
972	-36.527612	100.000000	87.502120	50.006973	100.000000	0.250000	0.250000	0.250000	0.250000	
973	-36.496278	100.000000	87.500063	11.729109	23.169307	0.250000	0.250000	0.250000	0.250000	
974	-36.526449	100.000000	87.500094	23.710597	47.394358	0.250000	0.250000	0.250000	0.250000	
975	-36.515984	100.000000	87.500016	12.538480	24.906955	0.250000	0.250000	0.250000	0.250000	
976	-36.527288	99.728911	87.262796	50.000025	99.999999	0.250000	0.250000	0.250000	0.250000	
977	-35.850982	49.518640	43.327209	0.000000	4.076143	0.000000	0.500000	0.000000	0.500000	
978	-35.422310	20.391077	17.783293	0.000000	3.549951	0.000000	0.500000	0.000000	0.500000	
979	-36.527288	96.159669	84.139718	50.000026	99.999997	0.250000	0.250000	0.250000	0.250000	
980	-36.527289	100.000000	87.500006	50.000048	100.000000	0.250000	0.250000	0.250000	0.250000	
981	-36.523122	99.998196	87.498408	9.154103	18.217780	0.249999	0.250001	0.249999	0.250001	
982	-36.508170	22.678326	19.958150	50.000990	100.000000	0.250000	0.250000	0.250000	0.250000	
983	-36.520300	25.741333	22.590085	50.000386	100.000000	0.250000	0.250000	0.250000	0.250000	
984	-35.287019	61.908012	54.169763	0.044312	3.694792	0.020544	0.479456	0.020544	0.479456	
985	-36.486881	100.000000	87.500018	1.014289	5.246872	0.196299	0.303701	0.196299	0.303701	
986	-36.527288	99.999995	87.500013	50.000005	100.000000	0.250000	0.250000	0.250000	0.250000	
987	-36.527288	99.999999	87.500013	50.000005	100.000000	0.250000	0.250000	0.250000	0.250000	
988	-36.527468	100.000000	87.501087	50.003921	100.000000	0.250000	0.250000	0.250000	0.250000	
989	-36.527418	100.000000	87.500754	50.002961	100.000000	0.250000	0.250000	0.250000	0.250000	
990	-36.525707	26.644789	23.319971	50.000055	100.000000	0.250000	0.250000	0.250000	0.250000	
991	-36.516814	25.624737	22.342442	27.114518	54.218611	0.250000	0.250000	0.250000	0.250000	
992	-36.523437	28.311110	24.741118	34.960071	69.919280	0.250000	0.250000	0.250000	0.250000	
993	-36.527052	28.748740	25.153154	48.086611	96.173190	0.250000	0.250000	0.250000	0.250000	
994	-36.519547	22.221838	19.416094	20.992854	41.964954	0.250000	0.250000	0.250000	0.250000	
995	-36.495171	17.758665	15.652068	50.000411	100.000000	0.250000	0.250000	0.250000	0.250000	
996	-36.467135	17.038312	15.108686	50.002567	100.000000	0.250000	0.250000	0.250000	0.250000	
997	-36.527290	100.000000	87.500013	50.000106	100.000000	0.250000	0.250000	0.250000	0.250000	
998	-36.516044	100.000000	87.500109	13.754777	27.331760	0.250000	0.250000	0.250000	0.250000	
999	-36.527288	99.999999	87.499975	50.000020	100.000000	0.250000	0.250000	0.250000	0.250000	
1000	-36.527289	99.999998	87.500003	50.000075	100.000000	0.250000	0.250000	0.250000	0.250000	
1001	-36.527289	100.000000	87.500017	50.000058	100.000000	0.250000	0.250000	0.250000	0.250000	
